"filename_fullpath","Sample Name","CT","Delta Rn","Tm1","Tm2","Tm3","Tm4","Annealing_temperature(?C)","Primer_concentration_(uM)","Primer_volume","Primer_name","Sample_volume","Additional_comments","Well Position","filename","run_endtime","Well","Omit","Target Name","Task","Reporter","Quencher","Ct Mean","Ct SD","Quantity","Quantity Mean","Quantity SD","Y-Intercept","R(superscript 2)","Slope","Efficiency","Automatic Ct Threshold","Ct Threshold","Automatic Baseline","Baseline Start","Baseline End","Amp Status","Comments","Cq Conf","CQCONF","EXPFAIL","HIGHSD","OUTLIERRG","MTP","PRFDROP","NOAMP","DRNMIN"
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","636",31.6629848480225,1.11214935779572,82.976936340332,91.1114807128906,72.753791809082,86.9892425537109,55,10,0.5,"16SNEST",4.4,"sentino","A8","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",8,FALSE,"Target 1","UNKNOWN","SYBR","None",31.71506690979,0.321841984987259,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,29,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.956260503936894,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","636",31.4224452972412,1.57186532020569,83.1084213256836,79.3131103515625,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","A9","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",9,FALSE,"Target 1","UNKNOWN","SYBR","None",31.71506690979,0.321841984987259,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.979772041993712,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","637_WC",28.6006889343262,1.98585474491119,80.9632415771484,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","A10","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",10,FALSE,"Target 1","UNKNOWN","SYBR","None",28.898229598999,0.257679760456085,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,24,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.944782700400737,"N",NA,"N","Y","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","637_WC",29.046142578125,1.87789332866669,81.0278625488281,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","A11","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",11,FALSE,"Target 1","UNKNOWN","SYBR","None",28.898229598999,0.257679760456085,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,25,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.951178530540293,"N",NA,"N","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","637_WC",29.0478591918945,1.8657261133194,80.9729614257812,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","A12","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",12,FALSE,"Target 1","UNKNOWN","SYBR","None",28.898229598999,0.257679760456085,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,25,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.916201717652404,"N",NA,"N","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","677",32.1588096618652,1.56097543239594,82.9700622558594,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","B1","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",13,FALSE,"Target 1","UNKNOWN","SYBR","None",32.0938262939453,0.0759148374199867,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,29,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.973574400588405,"N",NA,"N","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","677",32.1122817993164,1.52137637138367,83.1345901489258,79.5150146484375,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","B2","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",14,FALSE,"Target 1","UNKNOWN","SYBR","None",32.0938262939453,0.0759148374199867,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.968927670969785,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","677",32.010383605957,1.54998004436493,82.7075881958008,72.0976867675781,74.1866836547852,68.2495346069336,55,10,0.5,"16SNEST",4.4,"sentino","B3","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",15,FALSE,"Target 1","UNKNOWN","SYBR","None",32.0938262939453,0.0759148374199867,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.982455559281584,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","678",33.700927734375,0.95781946182251,81.0034027099609,69.5139312744141,65.8856658935547,89.4143676757812,55,10,0.5,"16SNEST",4.4,"sentino","B4","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",16,FALSE,"Target 1","UNKNOWN","SYBR","None",33.3791351318359,0.332327723503113,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.974843444714102,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","678",33.3992881774902,0.907557547092438,81.2082672119141,83.1312713623047,88.3508453369141,75.5491485595703,55,10,0.5,"16SNEST",4.4,"sentino","B5","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",17,FALSE,"Target 1","UNKNOWN","SYBR","None",33.3791351318359,0.332327723503113,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.97010073608425,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","678",33.0371894836426,0.852804839611053,81.2632141113281,93.4605407714844,88.4057922363281,NA,55,10,0.5,"16SNEST",4.4,"sentino","B6","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",18,FALSE,"Target 1","UNKNOWN","SYBR","None",33.3791351318359,0.332327723503113,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,27,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.94319273390748,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","679",32.5164566040039,1.39246416091919,82.976936340332,73.3034210205078,68.466667175293,93.6397857666016,55,10,0.5,"16SNEST",4.4,"sentino","B7","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",19,FALSE,"Target 1","UNKNOWN","SYBR","None",33.1493148803711,0.787782490253448,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.966032006383873,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","679",34.031623840332,1.47205114364624,83.6914520263672,92.7054138183594,69.6758575439453,90.2870330810547,55,10,0.5,"16SNEST",4.4,"sentino","B8","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",20,FALSE,"Target 1","UNKNOWN","SYBR","None",33.1493148803711,0.787782490253448,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.981749802374327,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","679",32.8998680114746,1.45658779144287,82.8333969116211,89.7639770507812,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","B9","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",21,FALSE,"Target 1","UNKNOWN","SYBR","None",33.1493148803711,0.787782490253448,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.979769755641676,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","680_WC",33.2660522460938,2.08309602737427,80.9082412719727,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","B10","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",22,FALSE,"Target 1","UNKNOWN","SYBR","None",32.925220489502,0.512648701667786,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.950128595831444,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","680_WC",33.1739540100098,2.01489782333374,80.8631362915039,84.2675094604492,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","B11","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",23,FALSE,"Target 1","UNKNOWN","SYBR","None",32.925220489502,0.512648701667786,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,29,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.918689567491597,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","680_WC",32.3356590270996,2.10042572021484,83.8831481933594,80.2042236328125,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","B12","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",24,FALSE,"Target 1","UNKNOWN","SYBR","None",32.925220489502,0.512648701667786,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,27,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.955962797193473,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","682",33.3250427246094,1.97901320457458,82.4216461181641,79.4601669311523,78.6923828125,87.8510131835938,55,10,0.5,"16SNEST",4.4,"sentino","C1","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",25,FALSE,"Target 1","UNKNOWN","SYBR","None",34.1807518005371,1.00952768325806,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.964306041560611,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","682",35.2941474914551,1.97147238254547,83.3539581298828,80.7215347290039,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","C2","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",26,FALSE,"Target 1","UNKNOWN","SYBR","None",34.1807518005371,1.00952768325806,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,31,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.93590037965334,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","682",33.9230613708496,2.11988592147827,82.8725128173828,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","C3","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",27,FALSE,"Target 1","UNKNOWN","SYBR","None",34.1807518005371,1.00952768325806,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,29,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.958503274774686,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","683",34.9400329589844,2.04752898216248,82.4876937866211,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","C4","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",28,FALSE,"Target 1","UNKNOWN","SYBR","None",34.6384239196777,0.935841500759125,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.96098533573441,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","683",35.3862724304199,1.8320597410202,81.098388671875,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","C5","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",29,FALSE,"Target 1","UNKNOWN","SYBR","None",34.6384239196777,0.935841500759125,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,31,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.972815996341469,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","683",33.5889701843262,2.08850073814392,83.0213851928711,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","C6","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",30,FALSE,"Target 1","UNKNOWN","SYBR","None",34.6384239196777,0.935841500759125,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.975381272160492,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","684",33.4480209350586,1.26696443557739,83.3067169189453,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","C7","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",31,FALSE,"Target 1","UNKNOWN","SYBR","None",33.8109359741211,0.360332250595093,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,29,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.96164944961137,"N",NA,"N","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","684",34.168628692627,1.42306137084961,83.3616790771484,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","C8","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",32,FALSE,"Target 1","UNKNOWN","SYBR","None",33.8109359741211,0.360332250595093,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,31,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.972247832859225,"N",NA,"N","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","684",33.8161582946777,1.19773983955383,81.5132904052734,88.1138305664062,92.7892227172852,72.7125625610352,55,10,0.5,"16SNEST",4.4,"sentino","C9","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",33,FALSE,"Target 1","UNKNOWN","SYBR","None",33.8109359741211,0.360332250595093,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.96709902328671,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","685_WC",30.8905639648438,1.58200931549072,80.9632415771484,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","C10","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",34,FALSE,"Target 1","UNKNOWN","SYBR","None",30.9714126586914,0.152566641569138,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,27,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.988441168681012,"N",NA,"N","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","685_WC",31.147388458252,1.62420380115509,81.0278625488281,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","C11","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",35,FALSE,"Target 1","UNKNOWN","SYBR","None",30.9714126586914,0.152566641569138,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,27,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.985955141423614,"N",NA,"N","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","685_WC",30.8762855529785,1.75087237358093,80.9729614257812,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","C12","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",36,FALSE,"Target 1","UNKNOWN","SYBR","None",30.9714126586914,0.152566641569138,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,27,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.980194629794141,"N",NA,"N","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","686",33.3229179382324,0.967770338058472,83.5184860229492,89.2769012451172,73.3726959228516,57.3588066101074,55,10,0.5,"16SNEST",4.4,"sentino","D1","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",37,FALSE,"Target 1","UNKNOWN","SYBR","None",33.0361633300781,0.26860898733139,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,27,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.959351333738831,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","686",32.9951515197754,0.972320199012756,82.2022705078125,92.1286926269531,90.8124847412109,70.0821685791016,55,10,0.5,"16SNEST",4.4,"sentino","D2","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",38,FALSE,"Target 1","UNKNOWN","SYBR","None",33.0361633300781,0.26860898733139,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,26,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.953609737118352,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","686",32.7904167175293,0.923768818378448,84.0819244384766,79.5740966796875,90.7337341308594,92.4928894042969,55,10,0.5,"16SNEST",4.4,"sentino","D3","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",39,FALSE,"Target 1","UNKNOWN","SYBR","None",33.0361633300781,0.26860898733139,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.956376832743591,"N",NA,"N","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","687",34.091911315918,1.4026038646698,82.4876937866211,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","D4","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",40,FALSE,"Target 1","UNKNOWN","SYBR","None",33.5727081298828,0.577601373195648,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.930442956171293,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","687",33.6756591796875,1.18409144878387,80.8236694335938,82.9664459228516,89.0101623535156,70.2746276855469,55,10,0.5,"16SNEST",4.4,"sentino","D5","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",41,FALSE,"Target 1","UNKNOWN","SYBR","None",33.5727081298828,0.577601373195648,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.964657003611713,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","687",32.950553894043,1.05084347724915,80.7137832641602,89.6694793701172,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","D6","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",42,FALSE,"Target 1","UNKNOWN","SYBR","None",33.5727081298828,0.577601373195648,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,28,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.980372027221043,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","688",33.6470069885254,1.82648551464081,81.1081848144531,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","D7","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",43,FALSE,"Target 1","UNKNOWN","SYBR","None",34.5790061950684,0.888800323009491,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.991189969569844,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","688",35.4171600341797,1.79881644248962,80.8883361816406,84.1311645507812,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","D8","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",44,FALSE,"Target 1","UNKNOWN","SYBR","None",34.5790061950684,0.888800323009491,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.986113328952862,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","688",34.6728553771973,1.77114725112915,81.0732574462891,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","D9","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",45,FALSE,"Target 1","UNKNOWN","SYBR","None",34.5790061950684,0.888800323009491,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,29,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.977568598108111,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","689_WC",32.2047004699707,2.7816321849823,80.6332168579102,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","D10","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",46,FALSE,"Target 1","UNKNOWN","SYBR","None",32.8644599914551,1.49530303478241,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,27,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.930911397099526,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","689_WC",31.8125114440918,2.64547657966614,80.7533187866211,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","D11","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",47,FALSE,"Target 1","UNKNOWN","SYBR","None",32.8644599914551,1.49530303478241,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,27,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.960939915785816,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","689_WC",34.5761795043945,2.55070447921753,83.3889617919922,80.4238662719727,NA,NA,55,10,0.5,"16SNEST",4.4,"control_sentino","D12","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",48,FALSE,"Target 1","UNKNOWN","SYBR","None",32.8644599914551,1.49530303478241,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,30,"Amp","55, 10, 0.5, 16SNEST, 4.4, control_sentino",0.881191543531577,"N",NA,"Y","N","Y",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","690",35.6310157775879,0.50906777381897,56.8652305603027,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","E1","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",49,FALSE,"Target 1","UNKNOWN","SYBR","None",35.6351280212402,0.697337687015533,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,32,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.938130948639004,"N",NA,"Y","N","N",NA,NA,NA
"C:/github/quantstudio/PCR1-xls/2022-10-10_fieldtrip2_16SNEST_plate1_output.csv","690",36.3345146179199,0.47552490234375,81.9280624389648,NA,NA,NA,55,10,0.5,"16SNEST",4.4,"sentino","E2","2022-11-10_fieldtrip2_16SNEST_plate1","2022-10-11 13:42:30 PM AWST",50,FALSE,"Target 1","UNKNOWN","SYBR","None",35.6351280212402,0.697337687015533,NA,NA,NA,NA,NA,NA,NA,TRUE,0.081454284454443,TRUE,3,31,"Amp","55, 10, 0.5, 16SNEST, 4.4, sentino",0.688664382381453,"Y",NA,"Y","N","N",NA,NA,NA
